measurement_id,measured_at,workflow_repository,run_id,run_attempt,run_url,upstream_repository,upstream_ref,upstream_commit,commit_url,ghc,example,runner_os,runner_arch,runner_image,runner_image_version,configuration,benchmark,success,samples,startup_ms,setup_ms,user_time_ms,delayed_time_ms,first_build_ms,average_response_ms,total_time_ms,rules_built,rules_changed,rules_visited,rules_total,rule_edges,ghc_rebuilds,max_residency_mb,allocated_mb
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,getDefinition after edit,True,50,1.22,0.0,1.68,11.96,1.01,0.01,13.65,17,14,1183,2742,9657,51,170.0,26813.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,getDefinition after typing burst,True,50,1.3,0.0,51.62,11.68,1.63,0.51,63.31,17,14,1183,2742,9657,249,185.0,120395.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,completions,True,50,1.21,0.0,1.92,0.02,1.15,0.01,1.94,1671,1670,1671,2740,9649,2,166.0,6538.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,completions after edit,True,50,1.2,0.0,4.29,10.01,1.11,0.03,14.31,19,16,1182,2740,9649,51,215.0,29919.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,completions after typing burst,True,50,1.27,0.0,54.42,9.95,1.84,0.54,64.38,19,16,1182,2740,9649,248,212.0,123239.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,code actions,True,50,1.21,0.0,1.12,0.02,0.9,0.0,1.15,1815,1814,1816,2767,9798,2,130.0,4154.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,code actions after edit,True,50,1.24,0.0,16.21,0.02,0.92,0.16,16.23,19,15,1183,2767,9798,51,179.0,30969.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,code actions after typing burst,True,50,1.24,0.0,62.04,0.09,1.52,0.62,62.14,20,16,1185,2767,9798,249,181.0,119203.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,code actions after cradle edit,False,50,1.26,0.0,0.0,0.0,0.0,0.0,1.98,2128,1977,2147,2762,9798,2,166.0,4951.0
soulomoon/haskell-language-server:31681411195:1:observer-benchmark-cabal-ghc-9.14,2026-08-13T08:56:40.447681Z,soulomoon/haskell-language-server,31681411195,1,https://github.com/soulomoon/haskell-language-server/actions/runs/31681411195,haskell/haskell-language-server,master,16bf0466293daabac6f216d2af7e5bccbb91fcc1,https://github.com/haskell/haskell-language-server/commit/16bf0466293daabac6f216d2af7e5bccbb91fcc1,9.14,cabal,Linux,X64,ubuntu24,20260810.271.1,All,documentSymbols after edit,True,50,1.22,0.0,5.05,1.82,0.88,0.05,6.88,13,11,1175,2733,9640,29,148.0,15670.0
